Source Current = 1e-05A, Gate Voltage = -0.2V, Measurement Time = 2000s, Measurement interval = 1s 
Time [s],Source Voltage [V],Gate Current [A],Gate Voltage [V]
1857,0.0434327,1.5378e-07,-0.2
1858,0.0434303,2.18153e-07,-0.2
1859,0.0434351,9.41753e-08,-0.2
1860,0.0434494,1.40667e-07,-0.2
1861,0.0434542,1.40667e-07,-0.2
1862,0.0434804,1.15633e-07,-0.2
1863,0.0434756,9.89437e-08,-0.2
1864,0.043478,1.37091e-07,-0.2
1865,0.0434566,1.51396e-07,-0.2
1866,0.0434852,1.71661e-07,-0.2
1867,0.0434804,1.4782e-07,-0.2
1868,0.0434947,1.33514e-07,-0.2
1869,0.0434971,1.2517e-07,-0.2
1870,0.0434852,1.20401e-07,-0.2
1871,0.0435019,1.97887e-07,-0.2
1872,0.0434947,1.33514e-07,-0.2
1873,0.0435138,1.16825e-07,-0.2
1874,0.0435114,1.51396e-07,-0.2
1875,0.0434995,1.04904e-07,-0.2
1876,0.0435185,1.19209e-07,-0.2
1877,0.0435162,1.12057e-07,-0.2
1878,0.04354,1.06096e-07,-0.2
1879,0.0435376,1.35899e-07,-0.2
1880,0.0435209,1.16825e-07,-0.2
1881,0.0435305,1.68085e-07,-0.2
1882,0.0435662,8.46386e-08,-0.2
1883,0.0435543,1.3113e-07,-0.2
1884,0.0435448,1.12057e-07,-0.2
1885,0.0435424,6.19888e-08,-0.2
1886,0.0435424,1.03712e-07,-0.2
1887,0.0435591,1.21593e-07,-0.2
1888,0.0435567,1.2517e-07,-0.2
1889,0.0435805,9.29832e-08,-0.2
1890,0.0435638,4.64916e-08,-0.2
1891,0.0435901,9.89437e-08,-0.2
1892,0.043602,1.4782e-07,-0.2
1893,0.0435853,1.09673e-07,-0.2
1894,0.0435948,5.96046e-08,-0.2
1895,0.0436068,9.17912e-08,-0.2
1896,0.0436306,7.7486e-08,-0.2
1897,0.0436211,1.04904e-07,-0.2
1898,0.0435829,9.77516e-08,-0.2
1899,0.0436163,2.5034e-08,-0.2
1900,0.043633,5.84125e-08,-0.2
1901,0.0436163,1.27554e-07,-0.2
1902,0.0436378,5.84125e-08,-0.2
1903,0.043633,1.00136e-07,-0.2
1904,0.0436306,9.05991e-08,-0.2
1905,0.0436497,1.26362e-07,-0.2
1906,0.0436568,8.70228e-08,-0.2
1907,0.0436735,9.53674e-08,-0.2
1908,0.0436711,7.15256e-08,-0.2
1909,0.0436664,7.27177e-08,-0.2
1910,0.0436687,4.05312e-08,-0.2
1911,0.0436687,9.53674e-08,-0.2
1912,0.0436878,7.51019e-08,-0.2
1913,0.0436831,1.12057e-07,-0.2
1914,0.0436854,9.65595e-08,-0.2
1915,0.0437164,8.46386e-08,-0.2
1916,0.0436854,5.96046e-08,-0.2
1917,0.0436997,1.38283e-07,-0.2
1918,0.043714,8.9407e-08,-0.2
1919,0.0437069,1.43051e-07,-0.2
1920,0.0437188,1.27554e-07,-0.2
1921,0.0437593,6.79493e-08,-0.2
1922,0.0437045,1.2517e-07,-0.2
1923,0.043726,8.9407e-08,-0.2
1924,0.0437331,7.62939e-08,-0.2
1925,0.0437284,7.7486e-08,-0.2
1926,0.0437117,7.51019e-08,-0.2
1927,0.0437212,1.14441e-07,-0.2
1928,0.0437188,1.14441e-07,-0.2
1929,0.043745,1.50204e-07,-0.2
1930,0.0437427,1.27554e-07,-0.2
1931,0.0437498,1.29938e-07,-0.2
1932,0.0437498,1.09673e-07,-0.2
1933,0.043745,1.54972e-07,-0.2
1934,0.0437212,1.06096e-07,-0.2
1939,0.043745,1.3113e-07,-0.2
1940,0.0437641,1.32322e-07,-0.2
1942,0.0437355,1.38283e-07,-0.2
1943,0.0437331,1.54972e-07,-0.2
1941,0.0437689,1.46627e-07,-0.2
1944,0.043757,1.45435e-07,-0.2
1945,0.0437665,1.19209e-07,-0.2
1946,0.0437737,9.17912e-08,-0.2
1947,0.0437689,8.46386e-08,-0.2
1948,0.0437832,7.62939e-08,-0.2
1949,0.0437522,5.84125e-08,-0.2
1950,0.0437856,4.76837e-08,-0.2
1951,0.0437903,5.96046e-08,-0.2
1952,0.0437999,7.86781e-08,-0.2
1953,0.0437927,8.70228e-08,-0.2
1954,0.0437975,1.38283e-07,-0.2
1955,0.0437951,1.20401e-07,-0.2
1956,0.043807,1.14441e-07,-0.2
1957,0.0438118,6.91414e-08,-0.2
1958,0.0438142,1.07288e-07,-0.2
1959,0.0438118,7.86781e-08,-0.2
1960,0.0438309,1.29938e-07,-0.2
1961,0.0438404,1.32322e-07,-0.2
1962,0.0438166,8.70228e-08,-0.2
1963,0.0438285,1.10865e-07,-0.2
1964,0.0438309,8.9407e-08,-0.2
1965,0.0438213,1.09673e-07,-0.2
1966,0.0438261,4.41074e-08,-0.2
1967,0.0438285,1.04904e-07,-0.2
1968,0.043819,1.0848e-07,-0.2
1969,0.0438213,1.57356e-07,-0.2
1970,0.0438261,1.32322e-07,-0.2
1971,0.0438356,1.60933e-07,-0.2
1972,0.0438476,1.16825e-07,-0.2
1973,0.0438523,1.52588e-07,-0.2
1974,0.0438523,9.53674e-08,-0.2
1975,0.0438428,1.32322e-07,-0.2
1976,0.0438285,8.22544e-08,-0.2
1977,0.0438523,4.76837e-08,-0.2
1978,0.0438428,1.22786e-07,-0.2
1979,0.0438595,6.91414e-08,-0.2
1980,0.0438261,4.52995e-08,-0.2
1981,0.0438476,6.19888e-08,-0.2
1982,0.0438905,5.126e-08,-0.2
1983,0.0438714,9.53674e-08,-0.2
1984,0.0438523,1.43051e-08,-0.2
1985,0.0438786,7.62939e-08,-0.2
1986,0.0438905,2.86102e-08,-0.2
1987,0.0438952,7.27177e-08,-0.2
1988,0.0438762,3.45707e-08,-0.2
1989,0.0438738,5.126e-08,-0.2
1990,0.0439048,9.53674e-08,-0.2
1991,0.0438881,7.27177e-08,-0.2
1992,0.0439024,5.84125e-08,-0.2
1993,0.0438881,7.7486e-08,-0.2
1994,0.0438976,7.27177e-08,-0.2
1995,0.0438857,7.7486e-08,-0.2
1996,0.0438905,4.76837e-08,-0.2
1997,0.0439095,5.36442e-08,-0.2
1998,0.0439382,1.26362e-07,-0.2
